DateOfBirth|DateOfBirthDate|Age
8/27/1981|1981-08-27|37
10/5/2012|2012-10-05|6
3/25/2002|2002-03-25|16
5/2/2003|2003-05-02|15
12/19/1971|1971-12-19|47
8/7/1987|1987-08-07|31
4/20/1990|1990-04-20|28
5/28/2012|2012-05-28|6
7/22/1979|1979-07-22|39
1/16/1964|1964-01-16|54
12/23/1955|1955-12-23|63
1/18/1946|1946-01-18|72
3/15/1982|1982-03-15|36
11/13/1989|1989-11-13|29
6/11/1944|1944-06-11|74
9/29/1940|1940-09-29|78
7/26/1953|1953-07-26|65
1/27/1959|1959-01-27|59
11/24/2005|2005-11-24|13
10/8/1968|1968-10-08|50
12/29/1998|1998-12-29|20
3/26/1934|1934-03-26|84
11/12/1946|1946-11-12|72
9/10/2010|2010-09-10|8
11/5/1961|1961-11-05|57
4/9/2008|2008-04-09|10
3/12/1981|1981-03-12|37
10/21/1994|1994-10-21|24
4/10/1949|1949-04-10|69
6/2/1998|1998-06-02|20
9/26/1968|1968-09-26|50
8/1/1995|1995-08-01|23
2/11/1953|1953-02-11|65
4/18/2000|2000-04-18|18
3/2/2014|2014-03-02|4
11/23/2003|2003-11-23|15
12/5/1979|1979-12-05|39
2/3/1950|1950-02-03|68
5/1/2000|2000-05-01|18
8/1/2016|2016-08-01|2
7/6/1950|1950-07-06|68
2/12/2011|2011-02-12|7
5/2/2014|2014-05-02|4
4/28/1935|1935-04-28|83
3/24/1939|1939-03-24|79
8/3/1984|1984-08-03|34
1/27/1972|1972-01-27|46
6/4/1933|1933-06-04|85
6/24/1985|1985-06-24|33
4/29/1971|1971-04-29|47
3/3/1959|1959-03-03|59
11/16/1938|1938-11-16|80
7/11/1954|1954-07-11|64
2/9/1963|1963-02-09|55
2/22/1942|1942-02-22|76
11/4/1999|1999-11-04|19
3/25/1973|1973-03-25|45
2/4/1983|1983-02-04|35
1/27/1978|1978-01-27|40
4/10/1956|1956-04-10|62
3/6/1953|1953-03-06|65
1/21/1983|1983-01-21|35
3/14/1959|1959-03-14|59
11/16/1933|1933-11-16|85
2/3/1962|1962-02-03|56
1/18/1957|1957-01-18|61
6/12/1964|1964-06-12|54
5/21/2000|2000-05-21|18
4/13/1947|1947-04-13|71
12/10/1957|1957-12-10|61
12/23/1933|1933-12-23|85
6/26/1946|1946-06-26|72
6/21/1951|1951-06-21|67
9/4/1973|1973-09-04|45
9/22/1957|1957-09-22|61
12/24/1996|1996-12-24|22
12/22/1943|1943-12-22|75
1/15/1938|1938-01-15|80
1/18/1984|1984-01-18|34
8/13/2016|2016-08-13|2
9/20/1972|1972-09-20|46
7/22/1975|1975-07-22|43
8/14/2014|2014-08-14|4
8/12/1941|1941-08-12|77
9/21/1960|1960-09-21|58
8/18/1957|1957-08-18|61
10/9/1995|1995-10-09|23
5/2/1935|1935-05-02|83
2/17/1968|1968-02-17|50
5/17/1940|1940-05-17|78
7/7/1950|1950-07-07|68
2/3/2005|2005-02-03|13
3/18/1990|1990-03-18|28
12/7/1942|1942-12-07|76
8/1/1939|1939-08-01|79
2/25/1947|1947-02-25|71
9/28/2016|2016-09-28|2
3/5/1944|1944-03-05|74
8/3/1969|1969-08-03|49
7/30/1943|1943-07-30|75
9/28/2010|2010-09-28|8
6/15/1965|1965-06-15|53
8/8/1985|1985-08-08|33
4/15/1979|1979-04-15|39
2/18/2003|2003-02-18|15
10/5/2016|2016-10-05|2
8/30/1933|1933-08-30|85
6/13/2012|2012-06-13|6
9/6/1968|1968-09-06|50
6/11/2005|2005-06-11|13
7/19/1952|1952-07-19|66
3/2/1987|1987-03-02|31
9/3/1977|1977-09-03|41
8/29/1951|1951-08-29|67
5/12/1946|1946-05-12|72
7/4/1998|1998-07-04|20
2/19/1985|1985-02-19|33
7/6/1944|1944-07-06|74
8/26/1979|1979-08-26|39
1/6/1989|1989-01-06|29
11/20/1952|1952-11-20|66
7/17/2013|2013-07-17|5
1/12/2010|2010-01-12|8
9/6/1966|1966-09-06|52
5/16/1993|1993-05-16|25
5/11/1983|1983-05-11|35
8/7/1997|1997-08-07|21
11/1/1986|1986-11-01|32
8/8/2002|2002-08-08|16
8/6/1952|1952-08-06|66
12/16/2011|2011-12-16|7
2/15/2014|2014-02-15|4
8/10/2001|2001-08-10|17
1/27/1991|1991-01-27|27
10/4/1990|1990-10-04|28
6/10/1947|1947-06-10|71
10/16/1985|1985-10-16|33
8/1/2010|2010-08-01|8
2/10/1994|1994-02-10|24
10/14/1995|1995-10-14|23
7/19/2006|2006-07-19|12
12/20/1951|1951-12-20|67
12/30/2003|2003-12-30|15
3/25/1950|1950-03-25|68
10/15/1977|1977-10-15|41
10/20/1940|1940-10-20|78
2/7/2005|2005-02-07|13
5/9/2015|2015-05-09|3
5/19/1963|1963-05-19|55
7/24/2003|2003-07-24|15
4/4/1976|1976-04-04|42
3/6/1969|1969-03-06|49
7/15/2008|2008-07-15|10
4/23/1969|1969-04-23|49
8/27/1968|1968-08-27|50
8/22/1990|1990-08-22|28
10/27/1967|1967-10-27|51
12/27/1985|1985-12-27|33
9/8/1987|1987-09-08|31
8/20/1944|1944-08-20|74
11/23/1963|1963-11-23|55
7/26/1949|1949-07-26|69
4/28/2015|2015-04-28|3
11/15/1977|1977-11-15|41
1/21/2000|2000-01-21|18
4/5/1986|1986-04-05|32
9/5/1957|1957-09-05|61
5/15/1989|1989-05-15|29
6/20/1975|1975-06-20|43
2/2/1962|1962-02-02|56
3/1/1936|1936-03-01|82
4/11/1967|1967-04-11|51
12/24/2007|2007-12-24|11
3/21/1939|1939-03-21|79
4/13/1988|1988-04-13|30
3/30/2008|2008-03-30|10
12/2/1964|1964-12-02|54
5/2/1951|1951-05-02|67
6/26/1997|1997-06-26|21
8/11/1964|1964-08-11|54
7/11/1995|1995-07-11|23
7/19/1948|1948-07-19|70
5/13/1952|1952-05-13|66
1/10/1995|1995-01-10|23
2/16/1984|1984-02-16|34
1/26/1960|1960-01-26|58
3/26/1985|1985-03-26|33
10/29/1997|1997-10-29|21
3/27/1934|1934-03-27|84
9/2/1996|1996-09-02|22
9/2/1984|1984-09-02|34
4/29/1962|1962-04-29|56
7/11/2004|2004-07-11|14
12/24/2009|2009-12-24|9
3/11/1975|1975-03-11|43
1/1/1966|1966-01-01|52
4/29/1977|1977-04-29|41
5/4/1991|1991-05-04|27
4/16/1957|1957-04-16|61
3/8/1951|1951-03-08|67
8/2/1954|1954-08-02|64
12/21/1947|1947-12-21|71
7/3/1981|1981-07-03|37
4/26/2010|2010-04-26|8
5/17/1960|1960-05-17|58
12/10/1936|1936-12-10|82
4/27/2016|2016-04-27|2
1/20/1958|1958-01-20|60
4/28/2006|2006-04-28|12
2/23/1973|1973-02-23|45
9/28/1993|1993-09-28|25
3/25/1982|1982-03-25|36
10/28/1975|1975-10-28|43
11/10/2000|2000-11-10|18
6/21/1997|1997-06-21|21
8/20/1936|1936-08-20|82
11/3/1983|1983-11-03|35
3/29/1973|1973-03-29|45
6/29/2014|2014-06-29|4
3/20/1948|1948-03-20|70
4/13/2002|2002-04-13|16
4/11/1961|1961-04-11|57
7/9/1970|1970-07-09|48
10/7/1960|1960-10-07|58
8/28/1938|1938-08-28|80
8/26/1966|1966-08-26|52
2/9/2017|2017-02-09|1
7/26/1992|1992-07-26|26
10/6/1996|1996-10-06|22
4/5/1939|1939-04-05|79
12/30/1982|1982-12-30|36
8/2/1958|1958-08-02|60
5/15/1960|1960-05-15|58
5/7/2005|2005-05-07|13
11/21/2009|2009-11-21|9
11/2/1959|1959-11-02|59
9/13/1984|1984-09-13|34
5/28/1968|1968-05-28|50
2/24/1935|1935-02-24|83
5/10/1957|1957-05-10|61
11/11/1971|1971-11-11|47
10/29/2009|2009-10-29|9
1/12/1962|1962-01-12|56
10/20/1989|1989-10-20|29
2/17/1971|1971-02-17|47
8/25/1997|1997-08-25|21
1/16/2007|2007-01-16|11
12/22/1978|1978-12-22|40
12/29/2014|2014-12-29|4
9/21/1980|1980-09-21|38
10/24/1985|1985-10-24|33
6/9/1962|1962-06-09|56
3/19/1935|1935-03-19|83
12/12/1939|1939-12-12|79
9/10/1943|1943-09-10|75
2/3/1933|1933-02-03|85
7/20/1984|1984-07-20|34
5/6/1933|1933-05-06|85
2/14/2016|2016-02-14|2
9/29/2009|2009-09-29|9
2/13/1980|1980-02-13|38
8/2/2008|2008-08-02|10
6/2/1967|1967-06-02|51
9/19/1970|1970-09-19|48
12/8/1989|1989-12-08|29
2/10/2006|2006-02-10|12
1/11/1944|1944-01-11|74
11/15/1966|1966-11-15|52
6/22/1981|1981-06-22|37
9/4/1976|1976-09-04|42
1/11/2016|2016-01-11|2
4/28/1996|1996-04-28|22
6/24/1950|1950-06-24|68
7/24/1941|1941-07-24|77
1/5/1949|1949-01-05|69
10/8/1938|1938-10-08|80
3/2/1991|1991-03-02|27
3/2/1985|1985-03-02|33
6/15/2007|2007-06-15|11
8/21/2006|2006-08-21|12
12/10/1994|1994-12-10|24
4/23/2017|2017-04-23|1
8/1/2004|2004-08-01|14
9/18/2014|2014-09-18|4
10/17/1999|1999-10-17|19
1/26/1958|1958-01-26|60
11/13/1994|1994-11-13|24
1/21/1943|1943-01-21|75
4/10/1935|1935-04-10|83
6/8/1943|1943-06-08|75
1/6/1984|1984-01-06|34
8/18/1948|1948-08-18|70
11/4/2015|2015-11-04|3
5/6/2000|2000-05-06|18
12/5/2001|2001-12-05|17
5/1/1948|1948-05-01|70
12/18/1958|1958-12-18|60
5/18/1982|1982-05-18|36
4/5/2002|2002-04-05|16
5/14/1943|1943-05-14|75
6/9/1938|1938-06-09|80
1/6/1937|1937-01-06|81
6/24/2001|2001-06-24|17
5/15/1972|1972-05-15|46
12/15/1934|1934-12-15|84
6/25/1987|1987-06-25|31
12/18/1972|1972-12-18|46
9/11/2012|2012-09-11|6
4/16/1959|1959-04-16|59
2/5/1994|1994-02-05|24
6/29/1955|1955-06-29|63
10/13/1941|1941-10-13|77
3/8/1939|1939-03-08|79
1/17/1992|1992-01-17|26
9/15/1942|1942-09-15|76
2/28/1948|1948-02-28|70
8/13/1962|1962-08-13|56
5/27/2002|2002-05-27|16
11/19/1948|1948-11-19|70
11/14/2003|2003-11-14|15
11/4/1938|1938-11-04|80
11/7/1970|1970-11-07|48
11/10/1949|1949-11-10|69
8/5/1933|1933-08-05|85
11/26/1954|1954-11-26|64
7/3/2001|2001-07-03|17
2/11/1966|1966-02-11|52
1/12/1958|1958-01-12|60
6/10/1973|1973-06-10|45
3/16/1974|1974-03-16|44
11/12/2012|2012-11-12|6
7/6/1939|1939-07-06|79
4/7/1942|1942-04-07|76
7/16/1981|1981-07-16|37
6/26/1983|1983-06-26|35
6/22/1961|1961-06-22|57
6/8/1938|1938-06-08|80
11/9/1997|1997-11-09|21
8/27/2006|2006-08-27|12
6/3/1997|1997-06-03|21
7/2/1944|1944-07-02|74
4/27/1970|1970-04-27|48
10/20/1965|1965-10-20|53
8/28/2005|2005-08-28|13
8/20/1954|1954-08-20|64
1/21/1948|1948-01-21|70
3/3/1966|1966-03-03|52
12/24/1954|1954-12-24|64
1/23/1981|1981-01-23|37
1/15/1979|1979-01-15|39
7/8/1974|1974-07-08|44
9/21/1963|1963-09-21|55
2/12/1961|1961-02-12|57
4/7/1989|1989-04-07|29
10/10/1964|1964-10-10|54
3/19/1957|1957-03-19|61
12/10/1986|1986-12-10|32
4/13/1964|1964-04-13|54
3/4/2009|2009-03-04|9
11/7/1979|1979-11-07|39
6/27/1938|1938-06-27|80
7/29/1968|1968-07-29|50
5/13/2005|2005-05-13|13
7/16/1953|1953-07-16|65
10/3/2002|2002-10-03|16
12/11/1961|1961-12-11|57
12/7/1969|1969-12-07|49
7/14/1968|1968-07-14|50
9/19/1968|1968-09-19|50
2/5/1954|1954-02-05|64
9/18/1991|1991-09-18|27
5/30/1982|1982-05-30|36
7/16/1987|1987-07-16|31
8/11/2009|2009-08-11|9
12/10/2015|2015-12-10|3
12/11/1967|1967-12-11|51
9/20/1983|1983-09-20|35
11/17/1983|1983-11-17|35
6/29/1946|1946-06-29|72
1/26/1988|1988-01-26|30
10/14/1939|1939-10-14|79
12/2/1965|1965-12-02|53
12/2/1971|1971-12-02|47
3/1/1964|1964-03-01|54
4/26/1993|1993-04-26|25
9/28/2005|2005-09-28|13
9/23/2003|2003-09-23|15
9/28/2004|2004-09-28|14
5/4/2000|2000-05-04|18
5/15/1952|1952-05-15|66
9/25/1978|1978-09-25|40
3/29/1976|1976-03-29|42
2/5/1952|1952-02-05|66
4/27/1952|1952-04-27|66
3/3/1999|1999-03-03|19
10/16/2009|2009-10-16|9
1/22/2009|2009-01-22|9
10/15/2003|2003-10-15|15
11/15/2012|2012-11-15|6
11/1/2011|2011-11-01|7
12/17/1969|1969-12-17|49
4/1/1997|1997-04-01|21
6/15/1970|1970-06-15|48
5/15/1975|1975-05-15|43
11/10/1965|1965-11-10|53
2/13/1939|1939-02-13|79
5/25/1949|1949-05-25|69
12/17/1933|1933-12-17|85
7/21/1975|1975-07-21|43
8/7/1992|1992-08-07|26
4/29/1989|1989-04-29|29
4/11/2005|2005-04-11|13
11/28/1951|1951-11-28|67
12/12/1962|1962-12-12|56
3/23/2015|2015-03-23|3
12/9/1961|1961-12-09|57
12/24/1985|1985-12-24|33
10/28/2000|2000-10-28|18
6/11/1935|1935-06-11|83
2/17/1996|1996-02-17|22
1/16/1982|1982-01-16|36
4/15/1941|1941-04-15|77
4/5/1953|1953-04-05|65
6/16/2004|2004-06-16|14
5/9/1983|1983-05-09|35
3/21/1996|1996-03-21|22
12/19/1961|1961-12-19|57
6/14/1986|1986-06-14|32
12/11/2007|2007-12-11|11
6/17/1942|1942-06-17|76
4/1/1945|1945-04-01|73
1/27/1939|1939-01-27|79
6/24/1994|1994-06-24|24
12/8/2017|2017-12-08|1
11/24/1972|1972-11-24|46
5/15/2007|2007-05-15|11
5/30/1951|1951-05-30|67
11/1/1956|1956-11-01|62
6/11/2010|2010-06-11|8
7/5/1965|1965-07-05|53
7/17/1936|1936-07-17|82
4/25/1999|1999-04-25|19
5/20/1955|1955-05-20|63
4/5/2000|2000-04-05|18
5/26/1989|1989-05-26|29
3/17/1935|1935-03-17|83
3/20/1955|1955-03-20|63
4/10/1982|1982-04-10|36
2/25/1966|1966-02-25|52
12/3/1933|1933-12-03|85
1/14/1957|1957-01-14|61
9/7/1985|1985-09-07|33
5/26/1992|1992-05-26|26
9/26/2004|2004-09-26|14
10/28/1990|1990-10-28|28
5/26/1967|1967-05-26|51
11/26/1986|1986-11-26|32
1/15/1971|1971-01-15|47
9/22/1999|1999-09-22|19
10/26/1980|1980-10-26|38
10/13/1991|1991-10-13|27
7/28/1938|1938-07-28|80
9/19/1989|1989-09-19|29
1/2/1950|1950-01-02|68
12/13/1963|1963-12-13|55
1/21/2004|2004-01-21|14
10/3/1992|1992-10-03|26
1/19/1958|1958-01-19|60
5/21/1977|1977-05-21|41
9/20/1950|1950-09-20|68
8/8/1987|1987-08-08|31
5/17/1965|1965-05-17|53
9/28/2011|2011-09-28|7
1/27/1973|1973-01-27|45
11/8/1934|1934-11-08|84
7/3/1943|1943-07-03|75
10/3/1975|1975-10-03|43
4/12/1998|1998-04-12|20
7/2/1997|1997-07-02|21
3/17/1942|1942-03-17|76
8/23/1958|1958-08-23|60
1/2/2005|2005-01-02|13
3/4/1975|1975-03-04|43
5/30/2014|2014-05-30|4
1/12/1953|1953-01-12|65
12/13/1939|1939-12-13|79
7/29/1974|1974-07-29|44
7/26/2002|2002-07-26|16
2/1/1977|1977-02-01|41
1/7/1973|1973-01-07|45
1/19/1941|1941-01-19|77
1/16/1969|1969-01-16|49
2/19/1997|1997-02-19|21
9/2/1965|1965-09-02|53
5/13/1994|1994-05-13|24
5/20/1967|1967-05-20|51
7/30/1966|1966-07-30|52
9/5/2007|2007-09-05|11
9/10/1978|1978-09-10|40
5/21/1979|1979-05-21|39
12/22/2002|2002-12-22|16
2/19/1937|1937-02-19|81
11/12/1958|1958-11-12|60
7/16/1940|1940-07-16|78
3/11/1995|1995-03-11|23
9/11/2009|2009-09-11|9
11/15/1998|1998-11-15|20
9/14/2016|2016-09-14|2
12/4/1988|1988-12-04|30
6/21/1996|1996-06-21|22
9/22/1945|1945-09-22|73
5/19/1948|1948-05-19|70
8/17/1970|1970-08-17|48
6/16/2013|2013-06-16|5
6/20/1966|1966-06-20|52
4/13/1946|1946-04-13|72
1/26/1935|1935-01-26|83
3/17/2011|2011-03-17|7
5/28/1957|1957-05-28|61
6/6/1933|1933-06-06|85
11/24/1945|1945-11-24|73
2/20/2004|2004-02-20|14
12/14/1963|1963-12-14|55
5/13/1964|1964-05-13|54
11/2/1975|1975-11-02|43
12/30/1956|1956-12-30|62
12/27/2016|2016-12-27|2
11/20/1963|1963-11-20|55
4/4/1963|1963-04-04|55
7/13/2012|2012-07-13|6
5/22/1997|1997-05-22|21
5/5/2017|2017-05-05|1
2/17/1994|1994-02-17|24
11/5/1958|1958-11-05|60
10/26/1979|1979-10-26|39
8/14/1947|1947-08-14|71
7/20/2002|2002-07-20|16
6/12/2013|2013-06-12|5
1/19/1987|1987-01-19|31
8/24/1993|1993-08-24|25
7/9/1964|1964-07-09|54
10/5/1999|1999-10-05|19
4/8/1981|1981-04-08|37
8/26/1974|1974-08-26|44
6/7/1950|1950-06-07|68
6/2/1979|1979-06-02|39
2/15/1939|1939-02-15|79
5/25/1974|1974-05-25|44
9/20/1936|1936-09-20|82
10/29/2006|2006-10-29|12
12/25/1971|1971-12-25|47
11/13/1992|1992-11-13|26
2/4/1964|1964-02-04|54
5/23/1937|1937-05-23|81
10/10/1939|1939-10-10|79
5/17/1989|1989-05-17|29
6/15/2001|2001-06-15|17
9/5/1994|1994-09-05|24
8/20/2016|2016-08-20|2
1/12/1949|1949-01-12|69
11/11/1959|1959-11-11|59
2/20/1997|1997-02-20|21
10/22/2002|2002-10-22|16
8/22/2015|2015-08-22|3
12/20/1980|1980-12-20|38
2/28/1944|1944-02-28|74
5/25/2013|2013-05-25|5
3/15/2001|2001-03-15|17
10/16/1999|1999-10-16|19
9/2/1957|1957-09-02|61
1/14/2001|2001-01-14|17
8/4/1944|1944-08-04|74
7/7/2012|2012-07-07|6
7/13/1968|1968-07-13|50
3/3/1996|1996-03-03|22
4/7/1946|1946-04-07|72
8/25/1966|1966-08-25|52
7/16/2000|2000-07-16|18
9/8/1978|1978-09-08|40
9/7/1955|1955-09-07|63
4/12/1981|1981-04-12|37
5/23/1938|1938-05-23|80
6/9/1991|1991-06-09|27
7/16/1980|1980-07-16|38
5/12/1956|1956-05-12|62
2/21/1981|1981-02-21|37
1/27/1993|1993-01-27|25
10/30/1943|1943-10-30|75
10/19/1991|1991-10-19|27
10/14/1934|1934-10-14|84
12/6/1965|1965-12-06|53
9/20/1970|1970-09-20|48
9/12/1976|1976-09-12|42
11/27/1986|1986-11-27|32
5/8/1947|1947-05-08|71
5/12/1975|1975-05-12|43
3/18/2014|2014-03-18|4
3/5/2013|2013-03-05|5
6/3/1991|1991-06-03|27
9/24/1995|1995-09-24|23
10/25/1948|1948-10-25|70
11/22/1934|1934-11-22|84
7/1/1949|1949-07-01|69
6/3/2008|2008-06-03|10
5/9/1998|1998-05-09|20
5/21/1952|1952-05-21|66
5/17/2017|2017-05-17|1
1/20/1978|1978-01-20|40
6/19/1942|1942-06-19|76
11/29/2007|2007-11-29|11
11/7/1966|1966-11-07|52
11/15/1999|1999-11-15|19
11/4/1948|1948-11-04|70
3/16/1959|1959-03-16|59
3/29/1961|1961-03-29|57
8/29/2005|2005-08-29|13
12/22/2015|2015-12-22|3
1/7/1946|1946-01-07|72
8/19/1948|1948-08-19|70
12/24/2000|2000-12-24|18
6/17/2004|2004-06-17|14
7/9/1981|1981-07-09|37
9/8/1940|1940-09-08|78
2/10/1940|1940-02-10|78
12/19/1939|1939-12-19|79
3/16/1947|1947-03-16|71
4/29/1938|1938-04-29|80
4/25/1987|1987-04-25|31
1/16/1978|1978-01-16|40
7/10/1998|1998-07-10|20
9/28/1936|1936-09-28|82
1/14/1993|1993-01-14|25
5/11/2003|2003-05-11|15
6/20/1961|1961-06-20|57
1/18/1949|1949-01-18|69
11/8/1988|1988-11-08|30
6/28/1935|1935-06-28|83
9/17/1987|1987-09-17|31
3/28/1973|1973-03-28|45
4/18/1980|1980-04-18|38
6/12/1970|1970-06-12|48
11/14/1978|1978-11-14|40
2/18/1961|1961-02-18|57
1/5/1990|1990-01-05|28
3/2/1969|1969-03-02|49
9/22/1962|1962-09-22|56
6/5/1982|1982-06-05|36
12/21/1995|1995-12-21|23
9/8/2014|2014-09-08|4
5/28/1946|1946-05-28|72
11/25/1976|1976-11-25|42
5/24/1984|1984-05-24|34
10/17/2010|2010-10-17|8
6/16/1943|1943-06-16|75
2/18/1940|1940-02-18|78
3/18/2008|2008-03-18|10
3/20/2005|2005-03-20|13
9/17/1964|1964-09-17|54
3/8/1933|1933-03-08|85
4/7/1980|1980-04-07|38
9/1/1934|1934-09-01|84
7/14/1965|1965-07-14|53
8/19/1959|1959-08-19|59
4/18/2013|2013-04-18|5
9/6/2006|2006-09-06|12
12/27/1934|1934-12-27|84
11/3/1992|1992-11-03|26
11/12/2013|2013-11-12|5
2/27/1958|1958-02-27|60
8/21/1988|1988-08-21|30
12/16/1935|1935-12-16|83
3/4/1950|1950-03-04|68
4/5/1981|1981-04-05|37
7/18/2012|2012-07-18|6
1/6/2009|2009-01-06|9
8/20/1967|1967-08-20|51
4/24/1981|1981-04-24|37
6/28/1937|1937-06-28|81
6/3/1937|1937-06-03|81
6/28/1972|1972-06-28|46
6/13/1935|1935-06-13|83
11/3/1954|1954-11-03|64
1/29/1995|1995-01-29|23
4/23/1935|1935-04-23|83
1/8/1988|1988-01-08|30
2/24/1965|1965-02-24|53
7/17/1974|1974-07-17|44
11/28/1991|1991-11-28|27
1/22/1973|1973-01-22|45
4/27/2006|2006-04-27|12
6/2/1933|1933-06-02|85
8/25/1984|1984-08-25|34
8/23/1991|1991-08-23|27
1/20/1982|1982-01-20|36
6/3/2012|2012-06-03|6
8/23/1941|1941-08-23|77
12/14/1948|1948-12-14|70
5/25/1991|1991-05-25|27
11/4/1995|1995-11-04|23
12/30/1996|1996-12-30|22
2/24/1987|1987-02-24|31
8/7/1949|1949-08-07|69
12/17/2012|2012-12-17|6
12/24/1936|1936-12-24|82
5/22/1980|1980-05-22|38
6/7/1985|1985-06-07|33
7/9/1987|1987-07-09|31
8/11/1965|1965-08-11|53
11/1/1949|1949-11-01|69
3/22/1990|1990-03-22|28
8/17/2012|2012-08-17|6
2/27/2012|2012-02-27|6
10/19/1952|1952-10-19|66
3/7/2002|2002-03-07|16
10/13/1982|1982-10-13|36
12/25/2017|2017-12-25|1
7/11/1968|1968-07-11|50
3/22/1988|1988-03-22|30
11/2/1992|1992-11-02|26
4/5/1980|1980-04-05|38
2/20/1972|1972-02-20|46
12/29/1999|1999-12-29|19
10/11/1984|1984-10-11|34
6/17/1979|1979-06-17|39
4/2/1971|1971-04-02|47
11/10/1994|1994-11-10|24
9/23/1933|1933-09-23|85
3/4/1995|1995-03-04|23
6/6/1976|1976-06-06|42
8/25/2014|2014-08-25|4
12/30/2001|2001-12-30|17
12/23/1993|1993-12-23|25
4/10/2007|2007-04-10|11
10/5/1974|1974-10-05|44
7/15/1946|1946-07-15|72
6/23/2008|2008-06-23|10
9/15/1959|1959-09-15|59
11/6/2009|2009-11-06|9
5/9/1989|1989-05-09|29
10/19/2008|2008-10-19|10
10/30/2001|2001-10-30|17
3/22/1978|1978-03-22|40
4/1/1953|1953-04-01|65
11/27/1965|1965-11-27|53
4/17/2006|2006-04-17|12
5/20/1966|1966-05-20|52
7/16/1992|1992-07-16|26
12/6/1935|1935-12-06|83
3/30/1996|1996-03-30|22
11/1/2002|2002-11-01|16
3/5/1967|1967-03-05|51
7/29/1985|1985-07-29|33
12/28/1942|1942-12-28|76
8/19/1938|1938-08-19|80
1/17/1972|1972-01-17|46
12/11/1980|1980-12-11|38
12/23/1972|1972-12-23|46
7/7/1992|1992-07-07|26
7/19/1935|1935-07-19|83
1/21/1965|1965-01-21|53
10/12/2008|2008-10-12|10
12/1/1994|1994-12-01|24
3/30/1992|1992-03-30|26
12/2/1997|1997-12-02|21
12/12/1955|1955-12-12|63
6/25/1947|1947-06-25|71
1/14/1988|1988-01-14|30
7/14/1992|1992-07-14|26
9/14/1960|1960-09-14|58
7/30/1970|1970-07-30|48
8/28/1987|1987-08-28|31
9/22/1947|1947-09-22|71
12/2/1949|1949-12-02|69
10/10/1980|1980-10-10|38
12/24/2013|2013-12-24|5
3/16/1991|1991-03-16|27
3/5/1991|1991-03-05|27
6/9/1960|1960-06-09|58
8/10/1988|1988-08-10|30
6/2/1939|1939-06-02|79
10/9/1943|1943-10-09|75
9/24/2002|2002-09-24|16
12/3/1970|1970-12-03|48
10/21/1989|1989-10-21|29
2/27/1983|1983-02-27|35
5/16/2009|2009-05-16|9
5/9/1955|1955-05-09|63
4/22/2014|2014-04-22|4
4/23/1991|1991-04-23|27
7/7/1974|1974-07-07|44
3/26/1957|1957-03-26|61
4/19/1985|1985-04-19|33
12/1/2011|2011-12-01|7
1/1/1979|1979-01-01|39
12/9/1989|1989-12-09|29
2/26/1953|1953-02-26|65
8/2/1969|1969-08-02|49
2/3/2016|2016-02-03|2
9/26/1964|1964-09-26|54
7/1/2014|2014-07-01|4
9/26/2009|2009-09-26|9
4/11/1945|1945-04-11|73
9/9/1995|1995-09-09|23
3/7/1994|1994-03-07|24
9/28/1995|1995-09-28|23
8/30/1948|1948-08-30|70
10/6/2011|2011-10-06|7
1/30/1940|1940-01-30|78
11/6/1959|1959-11-06|59
10/14/1999|1999-10-14|19
8/14/1957|1957-08-14|61
3/19/1946|1946-03-19|72
7/16/1956|1956-07-16|62
3/5/1984|1984-03-05|34
6/9/1993|1993-06-09|25
3/28/2008|2008-03-28|10
5/10/1950|1950-05-10|68
9/26/1984|1984-09-26|34
1/21/1938|1938-01-21|80
10/6/2001|2001-10-06|17
10/29/1953|1953-10-29|65
4/2/2002|2002-04-02|16
2/25/1985|1985-02-25|33
10/26/2006|2006-10-26|12
10/7/1939|1939-10-07|79
9/21/1986|1986-09-21|32
12/14/1984|1984-12-14|34
8/17/1973|1973-08-17|45
11/11/1972|1972-11-11|46
7/21/1942|1942-07-21|76
4/4/1980|1980-04-04|38
12/23/1934|1934-12-23|84
4/28/1990|1990-04-28|28
2/25/1988|1988-02-25|30
9/5/1941|1941-09-05|77
9/6/1977|1977-09-06|41
4/13/1984|1984-04-13|34
10/8/1965|1965-10-08|53
10/14/2010|2010-10-14|8
10/7/1973|1973-10-07|45
4/11/1950|1950-04-11|68
1/22/1957|1957-01-22|61
10/29/1958|1958-10-29|60
1/23/1979|1979-01-23|39
11/21/1980|1980-11-21|38
2/21/2005|2005-02-21|13
3/14/2007|2007-03-14|11
8/12/2008|2008-08-12|10
2/20/2007|2007-02-20|11
9/28/1934|1934-09-28|84
9/27/1953|1953-09-27|65
6/13/2016|2016-06-13|2
2/4/1952|1952-02-04|66
10/5/1953|1953-10-05|65
12/1/2008|2008-12-01|10
4/1/1995|1995-04-01|23
2/15/2006|2006-02-15|12
11/23/1976|1976-11-23|42
6/19/1966|1966-06-19|52
9/29/1967|1967-09-29|51
6/6/1957|1957-06-06|61
4/29/1953|1953-04-29|65
11/27/1962|1962-11-27|56
3/11/1952|1952-03-11|66
12/18/1976|1976-12-18|42
12/10/2000|2000-12-10|18
1/16/1985|1985-01-16|33
10/20/1975|1975-10-20|43
1/20/2015|2015-01-20|3
10/6/1981|1981-10-06|37
1/3/1942|1942-01-03|76
9/6/1997|1997-09-06|21
4/9/1973|1973-04-09|45
